Indnum	Household heating => 70F	Household heating < 70F	Use of heat pump	Use of air conditioner	shower - short	shower - long (> 3 min)	bath	wash-up	use of dishwasher	use of clothes washer	use of clothes dryer	use of cooking range	use of  oven	use of self-clean feature of electric oven	Small kitchen appliance in the home	TV/computer use	air travel - large plane	air travel - small  plane (<50 seats)	car trips- self only	car trips - driver and self	car trips - 2+ people with multiple end points	trips using public ground transportation	bags of garbage disposed	bags of recycling deposited (negative CF)	bags of compost deposited (negative CF)	hazardous or electric items disposed	large items disposed	QoLI
229	1.0	7.0	0.0	13.0	3.0	11.0	0.0	33.0	0.0	7.0	1.0	0.0	11.0	2.0	0.0	64.0	3243.0	0.0	391.0	40.0	0.0	18.0	20.0	0.0	0.0	0.0	1.0	6247.555555555556
230	3.0	4.0	0.0	22.0	4.0	15.0	0.0	40.0	0.0	5.0	4.0	0.0	8.0	2.0	0.0	59.0	3967.0	679.0	335.0	34.0	10.0	18.0	21.0	0.0	0.0	0.0	0.0	8102.222222222223
231	8.0	8.0	0.0	25.0	3.0	23.0	0.0	41.0	0.0	2.0	2.0	0.0	10.0	1.0	0.0	59.0	2024.0	0.0	334.0	16.0	28.0	16.0	28.0	0.0	0.0	0.0	0.0	4444.111111111111
232	9.0	9.0	0.0	18.0	2.0	12.0	0.0	48.0	0.0	6.0	2.0	0.0	12.0	1.0	0.0	63.0	2287.0	0.0	344.0	23.0	11.0	16.0	17.0	0.0	0.0	1.0	1.0	5087.444444444444
233	2.0	2.0	0.0	32.0	2.0	15.0	0.0	48.0	0.0	5.0	4.0	0.0	9.0	3.0	0.0	58.0	2333.0	0.0	287.0	22.0	0.0	15.0	26.0	0.0	0.0	0.0	1.0	4830.259259259259
234	9.0	3.0	0.0	28.0	6.0	13.0	0.0	32.0	0.0	6.0	1.0	0.0	9.0	1.0	0.0	61.0	3654.0	0.0	284.0	15.0	0.0	13.0	26.0	0.0	0.0	0.0	2.0	6979.777777777777
235	9.0	7.0	0.0	19.0	3.0	19.0	0.0	34.0	0.0	8.0	2.0	0.0	9.0	1.0	0.0	60.0	2182.0	0.0	315.0	33.0	11.0	15.0	20.0	0.0	0.0	0.0	2.0	4705.962962962963
236	8.0	2.0	0.0	32.0	6.0	23.0	0.0	46.0	0.0	4.0	3.0	0.0	11.0	4.0	0.0	63.0	3136.0	0.0	264.0	15.0	26.0	16.0	21.0	0.0	0.0	0.0	2.0	5914.185185185185
237	5.0	8.0	-5.0	30.0	8.0	25.0	0.0	35.0	0.0	3.0	1.0	0.0	10.0	3.0	0.0	62.0	2449.0	0.0	464.0	22.0	0.0	12.0	24.0	0.0	0.0	0.0	1.0	5181.037037037037
238	7.0	1.0	0.0	15.0	6.0	26.0	0.0	42.0	0.0	7.0	1.0	0.0	11.0	1.0	0.0	59.0	2335.0	432.0	272.0	31.0	12.0	14.0	17.0	0.0	0.0	0.0	1.0	5427.37037037037
239	4.0	2.0	0.0	27.0	6.0	14.0	0.0	45.0	0.0	5.0	3.0	0.0	11.0	1.0	54.0	61.0	3554.0	0.0	278.0	37.0	0.0	18.0	21.0	0.0	4.0	0.0	2.0	7718.925925925926
240	8.0	9.0	0.0	26.0	7.0	13.0	0.0	43.0	14.0	5.0	4.0	0.0	8.0	2.0	0.0	63.0	2884.0	0.0	339.0	28.0	0.0	17.0	25.0	0.0	0.0	0.0	2.0	6219.037037037037
241	1.0	7.0	0.0	17.0	5.0	14.0	0.0	47.0	0.0	3.0	4.0	0.0	9.0	2.0	0.0	62.0	2941.0	0.0	456.0	10.0	18.0	19.0	27.0	0.0	7.0	0.0	2.0	6800.7037037037035
242	4.0	4.0	0.0	24.0	3.0	28.0	0.0	39.0	0.0	5.0	3.0	0.0	8.0	2.0	0.0	64.0	2781.0	0.0	315.0	29.0	0.0	19.0	27.0	0.0	0.0	0.0	0.0	5199.851851851852
243	4.0	9.0	0.0	21.0	8.0	26.0	7.0	50.0	20.0	4.0	4.0	0.0	11.0	4.0	0.0	60.0	2895.0	0.0	437.0	35.0	0.0	17.0	24.0	0.0	0.0	2.0	2.0	6388.666666666667
244	10.0	6.0	0.0	27.0	2.0	40.0	0.0	36.0	0.0	8.0	2.0	0.0	9.0	3.0	0.0	58.0	2169.0	0.0	459.0	16.0	0.0	18.0	28.0	0.0	3.0	0.0	1.0	5318.074074074074
245	8.0	7.0	0.0	21.0	4.0	28.0	0.0	36.0	0.0	8.0	4.0	0.0	12.0	2.0	0.0	64.0	2599.0	0.0	303.0	27.0	30.0	15.0	20.0	0.0	0.0	0.0	2.0	5779.814814814815
246	4.0	4.0	0.0	12.0	3.0	36.0	0.0	51.0	0.0	3.0	1.0	0.0	8.0	2.0	0.0	61.0	3152.0	542.0	331.0	34.0	0.0	19.0	23.0	0.0	0.0	0.0	1.0	6668.111111111111
247	2.0	2.0	0.0	25.0	8.0	23.0	0.0	55.0	0.0	2.0	2.0	0.0	8.0	1.0	0.0	58.0	3292.0	0.0	357.0	10.0	0.0	18.0	17.0	0.0	4.0	1.0	1.0	6452.444444444444
248	4.0	6.0	0.0	28.0	4.0	28.0	0.0	44.0	0.0	2.0	1.0	0.0	11.0	1.0	0.0	61.0	2716.0	0.0	350.0	36.0	18.0	14.0	18.0	0.0	0.0	0.0	2.0	5710.555555555556
249	2.0	2.0	0.0	16.0	5.0	21.0	0.0	34.0	11.0	2.0	3.0	0.0	12.0	1.0	0.0	63.0	3739.0	0.0	263.0	33.0	0.0	13.0	28.0	0.0	0.0	0.0	2.0	7461.962962962963
250	8.0	1.0	0.0	19.0	3.0	11.0	0.0	42.0	18.0	5.0	2.0	0.0	8.0	1.0	0.0	60.0	2195.0	0.0	367.0	32.0	15.0	14.0	23.0	0.0	0.0	0.0	2.0	4438.814814814815
251	9.0	8.0	0.0	21.0	2.0	31.0	0.0	34.0	0.0	2.0	1.0	0.0	12.0	3.0	0.0	62.0	3549.0	0.0	330.0	14.0	0.0	19.0	19.0	0.0	0.0	0.0	2.0	7290.148148148148
252	10.0	5.0	0.0	19.0	8.0	27.0	0.0	49.0	0.0	6.0	1.0	0.0	8.0	1.0	0.0	60.0	3926.0	0.0	383.0	12.0	0.0	15.0	20.0	0.0	0.0	0.0	2.0	7887.962962962963
253	8.0	7.0	0.0	22.0	3.0	29.0	0.0	41.0	0.0	4.0	3.0	0.0	10.0	1.0	0.0	64.0	3797.0	0.0	341.0	40.0	0.0	19.0	24.0	0.0	0.0	0.0	0.0	7326.333333333333
254	2.0	6.0	0.0	15.0	3.0	13.0	0.0	45.0	0.0	5.0	2.0	0.0	9.0	2.0	0.0	61.0	3802.0	0.0	302.0	36.0	30.0	15.0	18.0	0.0	6.0	0.0	1.0	7889.444444444444
255	5.0	3.0	0.0	23.0	3.0	19.0	0.0	33.0	0.0	4.0	3.0	7.0	9.0	4.0	0.0	58.0	2917.0	0.0	379.0	32.0	30.0	14.0	21.0	0.0	0.0	0.0	1.0	5690.851851851852
256	2.0	2.0	0.0	20.0	4.0	35.0	0.0	48.0	0.0	7.0	4.0	0.0	11.0	1.0	0.0	63.0	3602.0	0.0	424.0	23.0	0.0	13.0	22.0	0.0	0.0	0.0	0.0	6894.962962962963
257	10.0	5.0	0.0	12.0	3.0	35.0	0.0	33.0	0.0	7.0	3.0	0.0	11.0	3.0	0.0	59.0	3213.0	0.0	404.0	34.0	30.0	17.0	20.0	0.0	0.0	0.0	0.0	6327.407407407408
258	4.0	4.0	0.0	22.0	7.0	17.0	0.0	55.0	0.0	8.0	1.0	0.0	11.0	1.0	0.0	61.0	3931.0	0.0	462.0	23.0	23.0	16.0	20.0	0.0	0.0	0.0	2.0	7416.555555555556
259	5.0	5.0	0.0	14.0	3.0	17.0	0.0	32.0	0.0	4.0	2.0	0.0	10.0	2.0	0.0	59.0	2770.0	531.0	258.0	15.0	27.0	17.0	21.0	0.0	0.0	0.0	2.0	6138.851851851852
260	7.0	5.0	0.0	12.0	2.0	21.0	0.0	43.0	0.0	2.0	3.0	0.0	10.0	1.0	0.0	60.0	3082.0	0.0	395.0	12.0	15.0	12.0	26.0	0.0	0.0	0.0	0.0	5929.777777777777
261	7.0	3.0	0.0	28.0	7.0	26.0	0.0	48.0	0.0	5.0	3.0	0.0	10.0	2.0	0.0	64.0	3201.0	0.0	355.0	38.0	0.0	12.0	18.0	0.0	0.0	0.0	0.0	6106.814814814815
262	9.0	4.0	0.0	19.0	2.0	37.0	0.0	44.0	0.0	7.0	1.0	0.0	11.0	4.0	0.0	60.0	2337.0	0.0	334.0	30.0	0.0	17.0	17.0	0.0	0.0	0.0	0.0	4618.666666666667
263	5.0	7.0	0.0	20.0	7.0	33.0	0.0	34.0	0.0	8.0	2.0	0.0	10.0	4.0	0.0	63.0	2801.0	0.0	452.0	36.0	0.0	13.0	28.0	0.0	0.0	0.0	2.0	5457.888888888889
264	10.0	4.0	0.0	21.0	7.0	17.0	0.0	48.0	0.0	7.0	1.0	0.0	12.0	4.0	0.0	60.0	3041.0	0.0	283.0	11.0	10.0	15.0	24.0	0.0	0.0	0.0	0.0	5593.407407407408
265	5.0	5.0	0.0	22.0	7.0	19.0	0.0	55.0	0.0	8.0	1.0	0.0	11.0	1.0	0.0	59.0	2603.0	0.0	428.0	19.0	29.0	18.0	19.0	0.0	0.0	0.0	0.0	5750.148148148148
266	5.0	7.0	0.0	28.0	5.0	20.0	0.0	48.0	0.0	5.0	4.0	0.0	10.0	3.0	0.0	61.0	3209.0	0.0	309.0	20.0	12.0	16.0	23.0	0.0	0.0	0.0	0.0	7086.074074074074
267	4.0	5.0	0.0	18.0	5.0	27.0	0.0	45.0	0.0	6.0	3.0	0.0	11.0	4.0	0.0	64.0	2287.0	0.0	433.0	26.0	25.0	12.0	21.0	0.0	0.0	0.0	2.0	5380.444444444444
268	9.0	7.0	0.0	12.0	3.0	36.0	0.0	34.0	0.0	5.0	4.0	0.0	8.0	4.0	0.0	62.0	3923.0	0.0	301.0	13.0	0.0	15.0	27.0	0.0	0.0	0.0	0.0	7349.62962962963
269	4.0	1.0	0.0	21.0	8.0	20.0	0.0	43.0	0.0	5.0	1.0	0.0	10.0	4.0	0.0	63.0	2099.0	0.0	440.0	10.0	0.0	14.0	25.0	0.0	0.0	0.0	0.0	4876.222222222223
270	7.0	1.0	0.0	27.0	6.0	32.0	6.0	51.0	0.0	7.0	2.0	0.0	10.0	4.0	0.0	62.0	2870.0	0.0	314.0	37.0	0.0	14.0	19.0	0.0	0.0	0.0	0.0	5977.888888888889
271	2.0	5.0	0.0	14.0	8.0	29.0	0.0	35.0	0.0	8.0	3.0	0.0	10.0	2.0	0.0	61.0	2135.0	0.0	271.0	40.0	0.0	15.0	19.0	0.0	0.0	0.0	1.0	4843.333333333333
272	6.0	10.0	0.0	23.0	7.0	12.0	0.0	33.0	0.0	2.0	3.0	0.0	11.0	4.0	0.0	62.0	2108.0	0.0	373.0	18.0	12.0	13.0	20.0	0.0	0.0	0.0	2.0	4317.481481481482
273	7.0	8.0	0.0	16.0	8.0	36.0	4.0	36.0	0.0	5.0	2.0	0.0	9.0	1.0	0.0	62.0	2241.0	0.0	401.0	16.0	15.0	13.0	25.0	5.0	0.0	0.0	1.0	4984.555555555556
274	1.0	7.0	0.0	18.0	8.0	20.0	0.0	50.0	0.0	2.0	4.0	0.0	10.0	4.0	0.0	58.0	3014.0	0.0	300.0	11.0	25.0	13.0	21.0	0.0	0.0	0.0	2.0	5755.111111111111
275	8.0	1.0	0.0	26.0	7.0	23.0	0.0	32.0	0.0	7.0	3.0	12.0	8.0	4.0	0.0	64.0	2647.0	0.0	411.0	22.0	0.0	13.0	22.0	0.0	0.0	0.0	0.0	5474.555555555556
276	2.0	1.0	0.0	19.0	6.0	28.0	0.0	37.0	0.0	2.0	4.0	0.0	9.0	4.0	0.0	59.0	2769.0	543.0	377.0	40.0	24.0	14.0	19.0	0.0	0.0	0.0	1.0	5946.666666666667
277	10.0	2.0	0.0	32.0	7.0	17.0	0.0	40.0	0.0	2.0	4.0	0.0	12.0	3.0	0.0	63.0	3866.0	0.0	407.0	40.0	0.0	18.0	22.0	0.0	2.0	0.0	1.0	8442.037037037036
278	5.0	9.0	0.0	19.0	6.0	28.0	0.0	36.0	0.0	2.0	2.0	0.0	9.0	3.0	0.0	63.0	2667.0	0.0	350.0	24.0	13.0	12.0	22.0	0.0	0.0	0.0	0.0	6054.777777777777
279	8.0	4.0	0.0	19.0	8.0	30.0	0.0	41.0	0.0	3.0	2.0	0.0	10.0	4.0	0.0	62.0	2991.0	0.0	430.0	36.0	0.0	18.0	19.0	0.0	2.0	0.0	1.0	6883.7037037037035
280	3.0	6.0	0.0	24.0	4.0	25.0	0.0	50.0	0.0	5.0	3.0	0.0	10.0	3.0	0.0	60.0	2255.0	0.0	424.0	10.0	12.0	12.0	17.0	0.0	0.0	0.0	1.0	5302.62962962963
281	4.0	1.0	0.0	21.0	4.0	11.0	0.0	52.0	0.0	5.0	4.0	0.0	10.0	3.0	0.0	62.0	2758.0	0.0	296.0	38.0	16.0	12.0	19.0	0.0	0.0	0.0	1.0	5538.740740740741
282	6.0	9.0	0.0	26.0	5.0	19.0	0.0	38.0	0.0	7.0	4.0	0.0	12.0	3.0	0.0	63.0	2457.0	0.0	448.0	18.0	21.0	13.0	17.0	0.0	0.0	0.0	1.0	5559.444444444444
283	1.0	2.0	0.0	31.0	6.0	10.0	0.0	34.0	0.0	4.0	3.0	0.0	11.0	1.0	0.0	58.0	3747.0	0.0	424.0	28.0	16.0	17.0	28.0	0.0	0.0	0.0	2.0	7266.407407407408
284	9.0	8.0	0.0	17.0	8.0	40.0	0.0	43.0	0.0	3.0	2.0	0.0	8.0	1.0	0.0	58.0	3860.0	0.0	391.0	11.0	21.0	18.0	25.0	4.0	0.0	0.0	0.0	7944.62962962963
285	6.0	5.0	0.0	23.0	8.0	10.0	0.0	47.0	0.0	5.0	4.0	0.0	11.0	1.0	0.0	64.0	2049.0	0.0	312.0	16.0	0.0	15.0	25.0	0.0	0.0	0.0	1.0	4734.2962962962965
286	8.0	4.0	0.0	26.0	5.0	18.0	0.0	51.0	0.0	6.0	2.0	0.0	12.0	3.0	0.0	62.0	3556.0	0.0	385.0	29.0	0.0	17.0	22.0	0.0	2.0	0.0	1.0	7470.851851851852
287	6.0	7.0	0.0	21.0	6.0	31.0	0.0	41.0	0.0	3.0	3.0	0.0	10.0	2.0	0.0	62.0	3926.0	0.0	448.0	39.0	0.0	15.0	28.0	0.0	0.0	0.0	0.0	8404.111111111111
288	8.0	9.0	0.0	30.0	8.0	28.0	0.0	37.0	0.0	2.0	1.0	0.0	12.0	4.0	0.0	59.0	3926.0	0.0	413.0	28.0	25.0	18.0	19.0	0.0	0.0	0.0	0.0	7976.555555555556
289	10.0	7.0	0.0	20.0	4.0	29.0	0.0	35.0	0.0	8.0	1.0	0.0	10.0	4.0	0.0	63.0	3768.0	0.0	362.0	16.0	0.0	18.0	26.0	0.0	6.0	0.0	2.0	7325.740740740741
290	3.0	4.0	0.0	27.0	2.0	25.0	0.0	39.0	0.0	6.0	4.0	0.0	12.0	1.0	0.0	64.0	3001.0	0.0	336.0	14.0	18.0	15.0	23.0	0.0	3.0	0.0	1.0	6672.7037037037035
291	4.0	4.0	0.0	15.0	4.0	17.0	0.0	51.0	0.0	6.0	4.0	0.0	10.0	4.0	56.0	59.0	3544.0	0.0	359.0	17.0	17.0	12.0	27.0	0.0	0.0	0.0	0.0	6696.444444444444
292	7.0	10.0	0.0	26.0	8.0	13.0	0.0	52.0	0.0	3.0	3.0	0.0	12.0	3.0	0.0	61.0	2262.0	0.0	436.0	38.0	14.0	13.0	18.0	0.0	0.0	0.0	0.0	4900.444444444444
293	1.0	8.0	0.0	30.0	3.0	22.0	0.0	55.0	0.0	7.0	1.0	0.0	12.0	3.0	0.0	63.0	2607.0	0.0	455.0	26.0	25.0	13.0	27.0	0.0	0.0	0.0	2.0	5852.7037037037035
294	3.0	1.0	0.0	14.0	8.0	32.0	0.0	39.0	0.0	8.0	4.0	0.0	10.0	4.0	0.0	63.0	3940.0	0.0	412.0	26.0	0.0	18.0	19.0	0.0	0.0	0.0	1.0	7670.37037037037
295	2.0	3.0	0.0	25.0	8.0	29.0	0.0	37.0	0.0	7.0	3.0	0.0	11.0	1.0	0.0	61.0	3333.0	0.0	396.0	10.0	28.0	17.0	28.0	0.0	0.0	0.0	1.0	7354.62962962963
296	5.0	6.0	0.0	27.0	6.0	17.0	0.0	49.0	0.0	3.0	1.0	0.0	10.0	2.0	0.0	58.0	2605.0	0.0	403.0	24.0	0.0	14.0	26.0	0.0	0.0	0.0	0.0	6049.333333333333
297	5.0	6.0	0.0	12.0	3.0	13.0	0.0	37.0	0.0	8.0	3.0	12.0	9.0	1.0	0.0	63.0	3455.0	0.0	344.0	32.0	0.0	15.0	28.0	0.0	0.0	0.0	0.0	7102.777777777777
298	1.0	2.0	0.0	18.0	2.0	36.0	0.0	52.0	0.0	4.0	2.0	0.0	11.0	3.0	0.0	58.0	3094.0	0.0	334.0	40.0	17.0	14.0	28.0	0.0	0.0	0.0	1.0	6538.185185185185
299	7.0	2.0	0.0	23.0	7.0	37.0	0.0	50.0	11.0	5.0	2.0	0.0	9.0	2.0	0.0	64.0	3782.0	0.0	417.0	12.0	13.0	15.0	20.0	0.0	0.0	0.0	1.0	8200.888888888889
300	9.0	9.0	0.0	19.0	4.0	28.0	0.0	48.0	0.0	4.0	1.0	0.0	9.0	2.0	0.0	59.0	3327.0	0.0	295.0	28.0	20.0	17.0	22.0	0.0	0.0	0.0	2.0	6079.074074074074
301	6.0	7.0	0.0	24.0	6.0	29.0	0.0	33.0	0.0	8.0	2.0	0.0	9.0	1.0	0.0	61.0	2154.0	555.0	337.0	26.0	0.0	15.0	24.0	0.0	4.0	1.0	1.0	5090.444444444444
302	7.0	6.0	0.0	23.0	2.0	10.0	0.0	45.0	0.0	7.0	4.0	0.0	9.0	3.0	0.0	64.0	3044.0	0.0	315.0	39.0	28.0	16.0	18.0	0.0	0.0	0.0	2.0	6737.407407407408
303	9.0	10.0	0.0	16.0	5.0	19.0	0.0	48.0	0.0	6.0	2.0	0.0	9.0	3.0	50.0	61.0	3993.0	0.0	373.0	37.0	18.0	18.0	25.0	0.0	0.0	0.0	1.0	7396.407407407408
304	5.0	10.0	0.0	25.0	2.0	10.0	0.0	37.0	0.0	2.0	2.0	0.0	11.0	3.0	0.0	61.0	2462.0	0.0	374.0	32.0	27.0	14.0	17.0	0.0	0.0	3.0	0.0	5503.592592592592
305	8.0	2.0	0.0	24.0	7.0	23.0	0.0	36.0	0.0	8.0	2.0	0.0	8.0	4.0	0.0	63.0	3061.0	0.0	453.0	30.0	0.0	14.0	17.0	0.0	0.0	0.0	0.0	7036.222222222223
306	3.0	10.0	0.0	14.0	7.0	31.0	0.0	52.0	0.0	4.0	4.0	0.0	12.0	4.0	0.0	62.0	3201.0	0.0	418.0	22.0	0.0	17.0	24.0	0.0	6.0	0.0	2.0	6811.518518518518
307	2.0	10.0	0.0	13.0	6.0	13.0	0.0	36.0	0.0	6.0	3.0	0.0	12.0	1.0	0.0	61.0	3410.0	0.0	375.0	29.0	0.0	17.0	24.0	0.0	0.0	0.0	2.0	6592.962962962963
308	5.0	3.0	0.0	29.0	2.0	32.0	6.0	44.0	0.0	8.0	1.0	0.0	11.0	2.0	0.0	62.0	3538.0	0.0	399.0	34.0	0.0	17.0	24.0	0.0	0.0	0.0	1.0	6696.444444444444
309	9.0	2.0	0.0	32.0	4.0	26.0	0.0	50.0	0.0	5.0	2.0	0.0	11.0	1.0	0.0	62.0	3578.0	0.0	381.0	15.0	0.0	13.0	18.0	0.0	0.0	0.0	0.0	7483.740740740741
310	3.0	3.0	0.0	16.0	3.0	38.0	0.0	48.0	0.0	5.0	3.0	0.0	10.0	2.0	0.0	59.0	3363.0	0.0	330.0	28.0	30.0	19.0	24.0	0.0	0.0	0.0	0.0	7358.481481481482
311	9.0	6.0	0.0	17.0	7.0	13.0	0.0	52.0	0.0	8.0	4.0	0.0	9.0	1.0	0.0	58.0	2824.0	0.0	375.0	37.0	26.0	16.0	28.0	0.0	0.0	0.0	0.0	6450.407407407408
312	1.0	6.0	0.0	27.0	3.0	27.0	0.0	47.0	0.0	5.0	1.0	0.0	12.0	3.0	0.0	58.0	2280.0	0.0	357.0	21.0	0.0	19.0	17.0	0.0	0.0	0.0	1.0	4991.7037037037035
313	7.0	4.0	0.0	24.0	8.0	18.0	0.0	55.0	0.0	3.0	2.0	0.0	10.0	2.0	0.0	62.0	2762.0	0.0	410.0	38.0	0.0	17.0	28.0	0.0	0.0	0.0	0.0	6266.37037037037
314	8.0	6.0	0.0	30.0	2.0	21.0	0.0	34.0	14.0	2.0	3.0	0.0	11.0	3.0	0.0	62.0	2825.0	0.0	297.0	37.0	0.0	17.0	23.0	0.0	0.0	2.0	1.0	5805.111111111111
315	3.0	1.0	0.0	17.0	7.0	39.0	0.0	34.0	0.0	3.0	3.0	0.0	10.0	1.0	0.0	60.0	2653.0	0.0	424.0	26.0	0.0	19.0	25.0	0.0	0.0	0.0	0.0	5215.666666666667
316	2.0	8.0	0.0	23.0	8.0	27.0	0.0	32.0	0.0	6.0	3.0	0.0	11.0	3.0	0.0	59.0	2750.0	0.0	432.0	23.0	20.0	19.0	19.0	0.0	0.0	0.0	2.0	6355.074074074074
317	1.0	1.0	0.0	13.0	6.0	17.0	0.0	47.0	0.0	4.0	3.0	0.0	10.0	1.0	0.0	62.0	3807.0	0.0	298.0	24.0	0.0	12.0	18.0	0.0	0.0	0.0	2.0	7618.666666666667
318	7.0	1.0	0.0	22.0	3.0	21.0	0.0	40.0	0.0	4.0	4.0	0.0	11.0	3.0	0.0	59.0	2423.0	0.0	343.0	31.0	25.0	17.0	22.0	0.0	0.0	0.0	0.0	4871.0
319	8.0	4.0	0.0	28.0	7.0	11.0	0.0	43.0	0.0	2.0	1.0	0.0	10.0	4.0	0.0	63.0	3351.0	0.0	283.0	19.0	21.0	13.0	20.0	0.0	2.0	0.0	0.0	6700.222222222223
320	6.0	7.0	0.0	16.0	4.0	19.0	0.0	55.0	0.0	5.0	2.0	0.0	11.0	2.0	0.0	64.0	3178.0	0.0	298.0	14.0	16.0	14.0	27.0	0.0	0.0	0.0	0.0	5829.851851851852
321	8.0	2.0	0.0	27.0	5.0	18.0	0.0	55.0	0.0	3.0	4.0	0.0	12.0	3.0	0.0	61.0	3217.0	0.0	376.0	29.0	0.0	13.0	25.0	0.0	0.0	0.0	1.0	6856.148148148148
322	9.0	3.0	0.0	30.0	3.0	12.0	0.0	52.0	13.0	5.0	4.0	0.0	12.0	3.0	0.0	59.0	3767.0	0.0	326.0	29.0	11.0	19.0	27.0	0.0	0.0	0.0	1.0	7324.481481481482
323	9.0	5.0	0.0	13.0	3.0	35.0	0.0	50.0	0.0	5.0	3.0	0.0	9.0	4.0	0.0	61.0	3481.0	0.0	328.0	18.0	0.0	17.0	25.0	0.0	0.0	0.0	0.0	6420.592592592592
324	8.0	3.0	0.0	21.0	6.0	32.0	0.0	52.0	0.0	7.0	4.0	0.0	10.0	2.0	0.0	58.0	2872.0	0.0	329.0	15.0	21.0	16.0	17.0	0.0	0.0	0.0	0.0	5708.0
325	7.0	5.0	-2.0	32.0	6.0	23.0	0.0	54.0	0.0	4.0	1.0	0.0	11.0	3.0	0.0	60.0	3647.0	0.0	444.0	40.0	0.0	19.0	17.0	0.0	0.0	0.0	1.0	8056.37037037037
326	10.0	10.0	0.0	32.0	4.0	33.0	0.0	35.0	0.0	6.0	3.0	0.0	11.0	2.0	0.0	62.0	3217.0	0.0	334.0	24.0	12.0	15.0	17.0	0.0	0.0	0.0	0.0	5972.074074074074
327	2.0	6.0	0.0	14.0	4.0	21.0	0.0	43.0	0.0	4.0	1.0	0.0	9.0	3.0	0.0	64.0	2756.0	0.0	331.0	23.0	0.0	18.0	19.0	0.0	0.0	0.0	0.0	5210.814814814815
328	1.0	3.0	0.0	19.0	4.0	21.0	3.0	33.0	0.0	4.0	1.0	0.0	9.0	2.0	0.0	58.0	2539.0	0.0	454.0	25.0	10.0	14.0	22.0	0.0	2.0	0.0	0.0	6063.7037037037035
329	10.0	6.0	0.0	17.0	6.0	21.0	0.0	36.0	0.0	7.0	2.0	0.0	10.0	4.0	0.0	62.0	2254.0	0.0	335.0	34.0	0.0	18.0	25.0	0.0	0.0	0.0	1.0	4802.888888888889
330	8.0	4.0	0.0	15.0	3.0	33.0	0.0	49.0	0.0	2.0	2.0	0.0	10.0	3.0	0.0	63.0	2255.0	0.0	409.0	37.0	26.0	15.0	20.0	0.0	2.0	0.0	1.0	4839.740740740741
331	3.0	8.0	0.0	26.0	2.0	40.0	0.0	33.0	0.0	7.0	2.0	0.0	11.0	4.0	0.0	58.0	3319.0	0.0	275.0	19.0	0.0	19.0	19.0	0.0	0.0	0.0	2.0	6437.037037037037
332	6.0	8.0	0.0	14.0	5.0	37.0	0.0	45.0	0.0	8.0	3.0	0.0	8.0	4.0	0.0	61.0	2838.0	0.0	298.0	29.0	0.0	14.0	21.0	0.0	0.0	0.0	2.0	5310.407407407408
333	7.0	3.0	0.0	15.0	2.0	35.0	0.0	32.0	0.0	2.0	4.0	0.0	9.0	3.0	0.0	63.0	3074.0	404.0	309.0	20.0	0.0	15.0	19.0	0.0	0.0	0.0	1.0	6289.185185185185
334	8.0	8.0	0.0	31.0	7.0	35.0	0.0	51.0	0.0	7.0	3.0	0.0	9.0	2.0	0.0	63.0	2452.0	0.0	358.0	24.0	13.0	16.0	21.0	0.0	0.0	0.0	0.0	5501.666666666667
335	1.0	5.0	0.0	30.0	8.0	23.0	0.0	38.0	0.0	3.0	4.0	0.0	10.0	4.0	0.0	64.0	2172.0	0.0	385.0	27.0	0.0	12.0	26.0	0.0	0.0	2.0	0.0	4754.518518518518
336	4.0	1.0	0.0	14.0	4.0	39.0	0.0	41.0	0.0	8.0	1.0	0.0	11.0	1.0	0.0	62.0	3100.0	0.0	378.0	20.0	0.0	14.0	25.0	0.0	0.0	0.0	0.0	5826.0
337	7.0	8.0	0.0	30.0	5.0	15.0	0.0	50.0	0.0	6.0	1.0	17.0	11.0	1.0	0.0	63.0	3788.0	0.0	409.0	22.0	11.0	19.0	20.0	0.0	0.0	0.0	1.0	8048.888888888889
338	6.0	7.0	0.0	30.0	7.0	10.0	0.0	39.0	0.0	8.0	4.0	0.0	10.0	4.0	0.0	63.0	3515.0	0.0	410.0	36.0	0.0	18.0	23.0	0.0	0.0	0.0	1.0	6761.074074074074
339	3.0	5.0	0.0	14.0	3.0	27.0	0.0	53.0	0.0	2.0	4.0	0.0	9.0	1.0	0.0	62.0	3053.0	0.0	282.0	23.0	0.0	16.0	22.0	6.0	6.0	0.0	2.0	5679.7037037037035
340	9.0	10.0	0.0	19.0	5.0	10.0	0.0	40.0	0.0	8.0	4.0	0.0	8.0	3.0	50.0	58.0	3935.0	0.0	327.0	18.0	14.0	18.0	24.0	0.0	0.0	0.0	0.0	7092.259259259259
341	7.0	7.0	0.0	29.0	8.0	11.0	0.0	32.0	0.0	7.0	3.0	0.0	9.0	1.0	0.0	61.0	3323.0	0.0	439.0	31.0	0.0	15.0	25.0	0.0	0.0	0.0	2.0	6982.259259259259
342	4.0	6.0	0.0	17.0	8.0	27.0	0.0	38.0	0.0	4.0	4.0	0.0	9.0	4.0	0.0	59.0	3917.0	0.0	418.0	15.0	0.0	12.0	24.0	0.0	0.0	0.0	2.0	7940.666666666667
343	3.0	10.0	0.0	19.0	4.0	35.0	0.0	38.0	0.0	6.0	4.0	0.0	8.0	3.0	0.0	62.0	3095.0	0.0	342.0	37.0	0.0	16.0	25.0	0.0	0.0	0.0	2.0	6040.2962962962965
